date,fear_and_greed_index
2012-01-03,77.0
2012-01-04,77.0
2012-01-05,78.0
2012-01-06,78.0
2012-01-09,81.0
2012-01-10,82.0
2012-01-11,83.0
2012-01-12,83.0
2012-01-13,83.0
2012-01-17,88.0
2012-01-18,90.0
2012-01-19,89.0
2012-01-20,88.0
2012-01-23,87.0
2012-01-24,87.0
2012-01-25,84.0
2012-01-26,82.0
2012-01-27,82.0
2012-01-30,82.0
2012-01-31,85.0
2012-02-01,87.0
2012-02-02,88.0
2012-02-03,88.0
2012-02-06,88.0
2012-02-07,86.0
2012-02-08,86.0
2012-02-09,85.0
2012-02-10,83.0
2012-02-13,83.0
2012-02-14,81.0
2012-02-15,82.0
2012-02-16,81.0
2012-02-17,80.0
2012-02-21,79.0
2012-02-22,78.0
2012-02-23,79.0
2012-02-24,79.0
2012-02-27,75.0
2012-02-28,75.0
2012-02-29,72.0
2012-03-01,70.0
2012-03-02,68.0
2012-03-05,66.0
2012-03-06,63.0
2012-03-07,62.0
2012-03-08,63.0
2012-03-09,70.0
2012-03-12,74.0
2012-03-13,79.0
2012-03-14,79.0
2012-03-15,79.0
2012-03-16,77.0
2012-03-19,73.0
2012-03-20,73.0
2012-03-21,71.0
2012-03-22,66.0
2012-03-23,71.0
2012-03-26,66.0
2012-03-27,66.0
2012-03-28,62.0
2012-03-29,62.0
2012-03-30,63.0
2012-04-02,63.0
2012-04-03,61.0
2012-04-04,63.0
2012-04-05,55.0
2012-04-09,46.0
2012-04-10,39.0
2012-04-11,39.0
2012-04-12,38.0
2012-04-13,38.0
2012-04-16,37.0
2012-04-17,37.0
2012-04-18,36.0
2012-04-19,35.0
2012-04-20,35.0
2012-04-23,34.0
2012-04-24,34.0
2012-04-25,38.0
2012-04-26,40.0
2012-04-27,41.0
2012-04-30,43.0
2012-05-01,42.0
2012-05-02,42.0
2012-05-03,41.0
2012-05-04,41.0
2012-05-07,38.0
2012-05-08,32.0
2012-05-09,32.0
2012-05-10,32.0
2012-05-11,25.0
2012-05-14,23.0
2012-05-15,20.0
2012-05-16,14.0
2012-05-17,12.0
2012-05-18,12.0
2012-05-21,16.0
2012-05-22,15.0
2012-05-23,15.0
2012-05-24,14.0
2012-05-25,13.0
2012-05-29,14.0
2012-05-30,12.0
2012-05-31,10.0
2012-06-01,10.0
2012-06-04,14.0
2012-06-05,14.0
2012-06-06,15.0
2012-06-07,16.0
2012-06-08,19.0
2012-06-11,20.0
2012-06-12,22.0
2012-06-13,19.0
2012-06-14,27.0
2012-06-15,35.0
2012-06-18,36.0
2012-06-19,36.0
2012-06-20,36.0
2012-06-21,33.0
2012-06-22,33.0
2012-06-25,39.0
2012-06-26,41.0
2012-06-27,41.0
2012-06-28,48.0
2012-06-29,53.0
2012-07-02,56.0
2012-07-03,59.0
2012-07-05,55.0
2012-07-06,51.0
2012-07-09,46.0
2012-07-10,48.0
2012-07-11,44.0
2012-07-12,44.0
2012-07-13,45.0
2012-07-16,48.0
2012-07-17,52.0
2012-07-18,52.0
2012-07-19,51.0
2012-07-20,51.0
2012-07-23,47.0
2012-07-24,41.0
2012-07-25,51.0
2012-07-26,55.0
2012-07-27,61.0
2012-07-30,57.0
2012-07-31,55.0
2012-08-01,55.0
2012-08-02,49.0
2012-08-03,63.0
2012-08-06,71.0
2012-08-07,70.0
2012-08-08,73.0
2012-08-09,75.0
2012-08-10,70.0
2012-08-13,75.0
2012-08-14,74.0
2012-08-15,72.0
2012-08-16,78.0
2012-08-17,79.0
2012-08-20,75.0
2012-08-21,74.0
2012-08-22,74.0
2012-08-23,72.0
2012-08-24,70.0
2012-08-27,68.0
2012-08-28,68.0
2012-08-29,63.0
2012-08-30,63.0
2012-08-31,59.0
2012-09-04,71.0
2012-09-05,74.0
2012-09-06,76.0
2012-09-07,83.0
2012-09-10,78.0
2012-09-11,86.0
2012-09-12,84.0
2012-09-13,91.0
2012-09-14,93.0
2012-09-17,92.0
2012-09-18,92.0
2012-09-19,92.0
2012-09-20,93.0
2012-09-21,93.0
2012-09-24,81.0
2012-09-25,81.0
2012-09-26,70.0
2012-09-27,76.0
2012-09-28,71.0
2012-10-01,72.0
2012-10-02,75.0
2012-10-03,76.0
2012-10-04,77.0
2012-10-05,78.0
2012-10-08,72.0
2012-10-09,66.0
2012-10-10,59.0
2012-10-11,56.0
2012-10-12,56.0
2012-10-15,54.0
2012-10-16,63.0
2012-10-17,61.0
2012-10-18,53.0
2012-10-19,56.0
2012-10-22,56.0
2012-10-23,42.0
2012-10-24,45.0
2012-10-25,41.0
2012-10-26,40.0
2012-10-31,45.0
2012-11-01,50.0
2012-11-02,50.0
2012-11-05,46.0
2012-11-06,47.0
2012-11-07,45.0
2012-11-08,40.0
2012-11-09,39.0
2012-11-12,35.0
2012-11-13,37.0
2012-11-14,31.0
2012-11-15,28.0
2012-11-16,28.0
2012-11-19,38.0
2012-11-20,42.0
2012-11-21,39.0
2012-11-23,47.0
2012-11-26,47.0
2012-11-27,49.0
2012-11-28,49.0
2012-11-29,52.0
2012-11-30,50.0
2012-12-03,45.0
2012-12-04,45.0
2012-12-05,45.0
2012-12-06,45.0
2012-12-07,51.0
2012-12-10,55.0
2012-12-11,55.0
2012-12-12,58.0
2012-12-13,60.0
2012-12-14,57.0
2012-12-17,64.0
2012-12-18,67.0
2012-12-19,64.0
2012-12-20,59.0
2012-12-21,56.0
2012-12-24,51.0
2012-12-26,58.0
2012-12-27,58.0
2012-12-28,66.0
2012-12-31,66.0
