date,fear_and_greed_index
2023-01-03,36.0
2023-01-04,39.0
2023-01-05,44.0
2023-01-06,45.0
2023-01-09,47.0
2023-01-10,49.0
2023-01-11,54.0
2023-01-12,56.0
2023-01-13,61.0
2023-01-17,64.0
2023-01-18,58.0
2023-01-19,55.0
2023-01-20,58.0
2023-01-23,63.0
2023-01-24,63.0
2023-01-25,63.0
2023-01-26,68.0
2023-01-27,69.0
2023-01-30,67.0
2023-01-31,70.0
2023-02-01,82.0
2023-02-02,75.0
2023-02-03,76.0
2023-02-06,75.0
2023-02-07,76.0
2023-02-08,74.0
2023-02-09,72.0
2023-02-10,72.0
2023-02-13,71.0
2023-02-14,73.0
2023-02-15,73.0
2023-02-16,70.0
2023-02-17,69.0
2023-02-21,65.0
2023-02-22,64.0
2023-02-23,62.0
2023-02-24,60.0
2023-02-27,61.0
2023-02-28,61.0
2023-03-01,65.0
2023-03-02,52.0
2023-03-03,55.0
2023-03-06,55.0
2023-03-07,48.0
2023-03-08,49.0
2023-03-09,37.0
2023-03-10,26.0
2023-03-13,23.0
2023-03-14,25.0
2023-03-15,22.0
2023-03-16,32.0
2023-03-17,27.0
2023-03-20,30.0
2023-03-21,43.0
2023-03-22,41.0
2023-03-23,38.0
2023-03-24,37.0
2023-03-27,40.0
2023-03-28,39.0
2023-03-29,41.0
2023-03-30,45.0
2023-03-31,49.0
2023-04-03,61.0
2023-04-04,50.0
2023-04-05,52.0
2023-04-06,55.0
2023-04-10,57.0
2023-04-11,58.0
2023-04-12,60.0
2023-04-13,63.0
2023-04-14,65.0
2023-04-17,67.0
2023-04-18,65.0
2023-04-19,67.0
2023-04-20,64.0
2023-04-21,63.0
2023-04-24,63.0
2023-04-25,57.0
2023-04-26,52.0
2023-04-27,58.0
2023-04-28,59.0
2023-05-01,59.0
2023-05-02,55.0
2023-05-03,54.0
2023-05-04,49.0
2023-05-05,53.0
2023-05-08,57.0
2023-05-09,59.0
2023-05-10,59.0
2023-05-11,59.0
2023-05-12,57.0
2023-05-15,57.0
2023-05-16,55.0
2023-05-17,60.0
2023-05-18,64.0
2023-05-19,65.0
2023-05-22,67.0
2023-05-23,65.0
2023-05-24,61.0
2023-05-25,62.0
2023-05-26,65.0
2023-05-30,66.0
2023-05-31,64.0
2023-06-01,68.0
2023-06-02,75.0
2023-06-05,69.0
2023-06-06,73.0
2023-06-07,74.0
2023-06-08,75.0
2023-06-09,76.0
2023-06-12,78.0
2023-06-13,79.0
2023-06-14,79.0
2023-06-15,80.0
2023-06-16,81.0
2023-06-20,80.0
2023-06-21,80.0
2023-06-22,80.0
2023-06-23,75.0
2023-06-26,73.0
2023-06-27,75.0
2023-06-28,76.0
2023-06-29,79.0
2023-06-30,79.0
2023-07-03,82.0
2023-07-05,79.0
2023-07-06,77.0
2023-07-07,77.0
2023-07-10,76.0
2023-07-11,78.0
2023-07-12,78.0
2023-07-13,79.0
2023-07-14,79.0
2023-07-17,80.0
2023-07-18,81.0
2023-07-19,82.0
2023-07-20,80.0
2023-07-21,81.0
2023-07-24,82.0
2023-07-25,81.0
2023-07-26,80.0
2023-07-27,77.0
2023-07-28,76.0
2023-07-31,77.0
2023-08-01,77.0
2023-08-02,77.0
2023-08-03,73.0
2023-08-04,64.0
2023-08-07,72.0
2023-08-08,69.0
2023-08-09,67.0
2023-08-10,66.0
2023-08-11,65.0
2023-08-14,66.0
2023-08-15,54.0
2023-08-16,49.0
2023-08-17,46.0
2023-08-18,43.0
2023-08-21,43.0
2023-08-22,43.0
2023-08-23,50.0
2023-08-24,40.0
2023-08-25,47.0
2023-08-28,45.0
2023-08-29,49.0
2023-08-30,50.0
2023-08-31,52.0
2023-09-01,55.0
2023-09-05,59.0
2023-09-06,56.0
2023-09-07,53.0
2023-09-08,51.0
2023-09-11,52.0
2023-09-12,51.0
2023-09-13,51.0
2023-09-14,54.0
2023-09-15,52.0
2023-09-18,49.0
2023-09-19,49.0
2023-09-20,48.0
2023-09-21,37.0
2023-09-22,33.0
2023-09-25,38.0
2023-09-26,24.0
2023-09-27,22.0
2023-09-28,29.0
2023-09-29,28.0
2023-10-02,28.0
2023-10-03,20.0
2023-10-04,20.0
2023-10-05,20.0
2023-10-06,27.0
2023-10-09,29.0
2023-10-10,32.0
2023-10-11,34.0
2023-10-12,35.0
2023-10-13,26.0
2023-10-16,35.0
2023-10-17,39.0
2023-10-18,30.0
2023-10-19,29.0
2023-10-20,22.0
2023-10-23,25.0
2023-10-24,33.0
2023-10-25,25.0
2023-10-26,22.0
2023-10-27,21.0
2023-10-30,29.0
2023-10-31,30.0
2023-11-01,32.0
2023-11-02,37.0
2023-11-03,36.0
2023-11-06,38.0
2023-11-07,39.0
2023-11-08,39.0
2023-11-09,41.0
2023-11-10,41.0
2023-11-13,39.0
2023-11-14,46.0
2023-11-15,52.0
2023-11-16,55.0
2023-11-17,58.0
2023-11-20,61.0
2023-11-21,61.0
2023-11-22,65.0
2023-11-24,66.0
2023-11-27,65.0
2023-11-28,65.0
2023-11-29,63.0
2023-11-30,64.0
2023-12-01,64.0
2023-12-04,63.0
2023-12-05,65.0
2023-12-06,63.0
2023-12-07,66.0
2023-12-08,65.0
2023-12-11,67.0
2023-12-12,67.0
2023-12-13,67.0
2023-12-14,70.0
2023-12-15,80.0
2023-12-18,77.0
2023-12-19,77.0
2023-12-20,71.0
2023-12-21,76.0
2023-12-22,78.0
2023-12-26,80.0
2023-12-27,76.0
2023-12-28,78.0
2023-12-29,80.71428571428571
